additions,additions_avg,additions_max,change_set_avg,change_set_max,code_churn_avg,code_churn_count,code_churn_max,commit,commits_count,committed_at,contributors_count,deletions,deletions_avg,deletions_max,failure_prone,filepath,highest_contributor_experience,hunks_median,minor_contributors_count
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\compat\\doctest.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\process\\forkedfunc.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,example\\funcarg\\costlysetup\\conftest.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\compat\\subprocess.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\execnet\\testing\\conftest.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\path\\gateway\\__init__.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\log\\testing\\test_log.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\process\\testing\\test_cmdexec.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\code\\testing\\test_code.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\misc\\testing\\test_std.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\test\\testing\\test_pycollect.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,example\\funcarg\\parametrize\\test_parametrize3.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,example\\pytest\\test_setup_flow_example.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\execnet\\testing\\test_multi.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\xmlobj\\misc.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\log\\testing\\test_warning.py,0.0,0.0,0.0
